op1	operation	op2	result	correct	dev	label	subject	Weight	Nested	Procedure
9	-	9	0	1	0	9 - 9 = 0	7	1		TrialProc
5	+	8	12	0	-1	5 + 8 = 12	7	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	7	1		TrialProc
5	-	9	-4	1	0	5 - 9 = -4	7	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	7	1		TrialProc
4	-	5	-3	0	-2	4 - 5 = -3	7	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	7	1		TrialProc
8	+	8	16	1	0	8 + 8 = 16	7	1		TrialProc
8	+	8	15	0	-1	8 + 8 = 15	7	1		TrialProc
8	-	2	5	0	-1	8 - 2 = 5	7	1		TrialProc
4	-	2	0	0	-2	4 - 2 = 0	7	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	7	1		TrialProc
2	-	4	-3	0	-1	2 - 4 = -3	7	1		TrialProc
5	-	6	-2	0	-1	5 - 6 = -2	7	1		TrialProc
8	-	3	5	1	0	8 - 3 = 5	7	1		TrialProc
2	-	8	-6	1	0	2 - 8 = -6	7	1		TrialProc
3	+	8	9	0	-2	3 + 8 = 9	7	1		TrialProc
5	+	7	11	0	-1	5 + 7 = 11	7	1		TrialProc
7	+	6	12	0	-1	7 + 6 = 12	7	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	7	1		TrialProc
9	+	6	13	0	-2	9 + 6 = 13	7	1		TrialProc
6	-	5	-1	0	-2	6 - 5 = -1	7	1		TrialProc
3	+	2	3	0	-2	3 + 2 = 3	7	1		TrialProc
3	-	4	-2	0	-1	3 - 4 = -2	7	1		TrialProc
2	-	8	-6	1	0	2 - 8 = -6	7	1		TrialProc
7	-	5	0	0	-2	7 - 5 = 0	7	1		TrialProc
9	+	4	13	1	0	9 + 4 = 13	7	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	7	1		TrialProc
2	-	4	-3	0	-1	2 - 4 = -3	7	1		TrialProc
5	-	2	1	0	-2	5 - 2 = 1	7	1		TrialProc
3	-	7	-4	1	0	3 - 7 = -4	7	1		TrialProc
3	-	7	-4	1	0	3 - 7 = -4	7	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	7	1		TrialProc
4	-	9	-5	1	0	4 - 9 = -5	7	1		TrialProc
3	+	5	7	0	-1	3 + 5 = 7	7	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	7	1		TrialProc
9	+	2	9	0	-2	9 + 2 = 9	7	1		TrialProc
9	+	9	18	1	0	9 + 9 = 18	7	1		TrialProc
8	+	3	9	0	-2	8 + 3 = 9	7	1		TrialProc
4	+	7	10	0	-1	4 + 7 = 10	7	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	7	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	7	1		TrialProc
3	-	6	-5	0	-2	3 - 6 = -5	7	1		TrialProc
6	+	9	15	1	0	6 + 9 = 15	7	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	7	1		TrialProc
5	-	4	-1	0	-2	5 - 4 = -1	7	1		TrialProc
2	+	7	8	0	-1	2 + 7 = 8	7	1		TrialProc
5	+	7	10	0	-2	5 + 7 = 10	7	1		TrialProc
3	+	6	8	0	-1	3 + 6 = 8	7	1		TrialProc
4	-	3	-1	0	-2	4 - 3 = -1	7	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	7	1		TrialProc
8	+	6	14	1	0	8 + 6 = 14	7	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	7	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	7	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	7	1		TrialProc
2	+	2	2	0	-2	2 + 2 = 2	8	1		TrialProc
5	+	4	9	1	0	5 + 4 = 9	8	1		TrialProc
9	+	6	15	1	0	9 + 6 = 15	8	1		TrialProc
4	+	4	8	1	0	4 + 4 = 8	8	1		TrialProc
5	+	9	13	0	-1	5 + 9 = 13	8	1		TrialProc
9	-	2	7	1	0	9 - 2 = 7	8	1		TrialProc
6	+	7	11	0	-2	6 + 7 = 11	8	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	8	1		TrialProc
7	+	7	13	0	-1	7 + 7 = 13	8	1		TrialProc
7	+	3	9	0	-1	7 + 3 = 9	8	1		TrialProc
8	+	8	16	1	0	8 + 8 = 16	8	1		TrialProc
3	+	8	11	1	0	3 + 8 = 11	8	1		TrialProc
9	-	3	6	1	0	9 - 3 = 6	8	1		TrialProc
2	-	7	-5	1	0	2 - 7 = -5	8	1		TrialProc
8	-	4	4	1	0	8 - 4 = 4	8	1		TrialProc
7	+	8	15	1	0	7 + 8 = 15	8	1		TrialProc
5	-	5	0	1	0	5 - 5 = 0	8	1		TrialProc
9	-	9	-1	0	-1	9 - 9 = -1	8	1		TrialProc
9	-	6	2	0	-1	9 - 6 = 2	8	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	8	1		TrialProc
2	-	9	-9	0	-2	2 - 9 = -9	8	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	8	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	8	1		TrialProc
5	-	5	-1	0	-1	5 - 5 = -1	8	1		TrialProc
2	-	3	-3	0	-2	2 - 3 = -3	8	1		TrialProc
5	-	7	-3	0	-1	5 - 7 = -3	8	1		TrialProc
8	-	7	-1	0	-2	8 - 7 = -1	8	1		TrialProc
4	+	3	5	0	-2	4 + 3 = 5	8	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	8	1		TrialProc
3	+	3	4	0	-2	3 + 3 = 4	8	1		TrialProc
8	-	8	-1	0	-1	8 - 8 = -1	8	1		TrialProc
4	-	7	-4	0	-1	4 - 7 = -4	8	1		TrialProc
9	-	8	0	0	-1	9 - 8 = 0	8	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	8	1		TrialProc
4	+	7	10	0	-1	4 + 7 = 10	8	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	8	1		TrialProc
3	+	5	6	0	-2	3 + 5 = 6	8	1		TrialProc
7	-	3	4	1	0	7 - 3 = 4	8	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	8	1		TrialProc
9	+	5	12	0	-2	9 + 5 = 12	8	1		TrialProc
8	-	9	-3	0	-2	8 - 9 = -3	8	1		TrialProc
9	+	4	12	0	-1	9 + 4 = 12	8	1		TrialProc
7	+	8	14	0	-1	7 + 8 = 14	8	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	8	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	8	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	8	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	8	1		TrialProc
6	-	9	-3	1	0	6 - 9 = -3	8	1		TrialProc
5	-	8	-4	0	-1	5 - 8 = -4	8	1		TrialProc
3	+	8	10	0	-1	3 + 8 = 10	8	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	8	1		TrialProc
9	-	2	7	1	0	9 - 2 = 7	8	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	8	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	8	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	8	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	8	1		TrialProc
2	+	9	11	1	0	2 + 9 = 11	8	1		TrialProc
5	-	2	2	0	-1	5 - 2 = 2	8	1		TrialProc
5	-	7	-4	0	-2	5 - 7 = -4	8	1		TrialProc
7	-	8	-2	0	-1	7 - 8 = -2	8	1		TrialProc
7	+	5	12	1	0	7 + 5 = 12	9	1		TrialProc
2	-	4	-2	1	0	2 - 4 = -2	9	1		TrialProc
2	+	9	9	0	-2	2 + 9 = 9	9	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	9	1		TrialProc
9	+	8	17	1	0	9 + 8 = 17	9	1		TrialProc
7	-	4	2	0	-1	7 - 4 = 2	9	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	9	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	9	1		TrialProc
8	+	7	13	0	-2	8 + 7 = 13	9	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	9	1		TrialProc
6	+	7	12	0	-1	6 + 7 = 12	9	1		TrialProc
7	+	9	14	0	-2	7 + 9 = 14	9	1		TrialProc
4	+	2	4	0	-2	4 + 2 = 4	9	1		TrialProc
4	-	9	-7	0	-2	4 - 9 = -7	9	1		TrialProc
4	-	3	0	0	-1	4 - 3 = 0	9	1		TrialProc
7	+	2	8	0	-1	7 + 2 = 8	9	1		TrialProc
2	+	9	10	0	-1	2 + 9 = 10	9	1		TrialProc
9	+	9	17	0	-1	9 + 9 = 17	9	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	9	1		TrialProc
2	-	8	-7	0	-1	2 - 8 = -7	9	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	9	1		TrialProc
8	+	4	12	1	0	8 + 4 = 12	9	1		TrialProc
2	-	8	-8	0	-2	2 - 8 = -8	9	1		TrialProc
3	+	6	7	0	-2	3 + 6 = 7	9	1		TrialProc
4	+	6	9	0	-1	4 + 6 = 9	9	1		TrialProc
2	+	2	3	0	-1	2 + 2 = 3	9	1		TrialProc
7	-	5	1	0	-1	7 - 5 = 1	9	1		TrialProc
7	-	3	3	0	-1	7 - 3 = 3	9	1		TrialProc
3	-	7	-6	0	-2	3 - 7 = -6	9	1		TrialProc
6	-	3	1	0	-2	6 - 3 = 1	9	1		TrialProc
8	-	6	2	1	0	8 - 6 = 2	9	1		TrialProc
7	+	8	14	0	-1	7 + 8 = 14	9	1		TrialProc
4	-	4	0	1	0	4 - 4 = 0	9	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	9	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	9	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	9	1		TrialProc
6	-	6	0	1	0	6 - 6 = 0	9	1		TrialProc
9	+	3	10	0	-2	9 + 3 = 10	9	1		TrialProc
5	-	5	0	1	0	5 - 5 = 0	9	1		TrialProc
9	+	4	13	1	0	9 + 4 = 13	9	1		TrialProc
9	-	3	4	0	-2	9 - 3 = 4	9	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	9	1		TrialProc
8	-	9	-1	1	0	8 - 9 = -1	9	1		TrialProc
5	-	9	-5	0	-1	5 - 9 = -5	9	1		TrialProc
8	+	6	14	1	0	8 + 6 = 14	9	1		TrialProc
6	+	7	11	0	-2	6 + 7 = 11	9	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	9	1		TrialProc
3	+	4	7	1	0	3 + 4 = 7	9	1		TrialProc
9	-	9	-1	0	-1	9 - 9 = -1	9	1		TrialProc
9	-	3	5	0	-1	9 - 3 = 5	9	1		TrialProc
4	+	5	9	1	0	4 + 5 = 9	9	1		TrialProc
2	-	7	-5	1	0	2 - 7 = -5	9	1		TrialProc
3	+	4	6	0	-1	3 + 4 = 6	9	1		TrialProc
5	+	4	9	1	0	5 + 4 = 9	9	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	9	1		TrialProc
5	-	9	-4	1	0	5 - 9 = -4	9	1		TrialProc
7	-	5	1	0	-1	7 - 5 = 1	9	1		TrialProc
9	-	5	3	0	-1	9 - 5 = 3	9	1		TrialProc
3	-	6	-3	1	0	3 - 6 = -3	9	1		TrialProc
4	+	3	7	1	0	4 + 3 = 7	9	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	10	1		TrialProc
6	-	5	0	0	-1	6 - 5 = 0	10	1		TrialProc
8	+	2	10	1	0	8 + 2 = 10	10	1		TrialProc
7	+	2	9	1	0	7 + 2 = 9	10	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	10	1		TrialProc
4	+	7	10	0	-1	4 + 7 = 10	10	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	10	1		TrialProc
6	+	4	9	0	-1	6 + 4 = 9	10	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	10	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	10	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	10	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	10	1		TrialProc
2	+	3	4	0	-1	2 + 3 = 4	10	1		TrialProc
5	+	6	9	0	-2	5 + 6 = 9	10	1		TrialProc
6	-	9	-3	1	0	6 - 9 = -3	10	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	10	1		TrialProc
7	-	8	-3	0	-2	7 - 8 = -3	10	1		TrialProc
5	+	7	11	0	-1	5 + 7 = 11	10	1		TrialProc
6	+	4	10	1	0	6 + 4 = 10	10	1		TrialProc
2	-	6	-5	0	-1	2 - 6 = -5	10	1		TrialProc
8	+	5	13	1	0	8 + 5 = 13	10	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	10	1		TrialProc
3	-	8	-5	1	0	3 - 8 = -5	10	1		TrialProc
7	-	9	-2	1	0	7 - 9 = -2	10	1		TrialProc
4	-	6	-2	1	0	4 - 6 = -2	10	1		TrialProc
5	-	5	-1	0	-1	5 - 5 = -1	10	1		TrialProc
3	-	8	-6	0	-1	3 - 8 = -6	10	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	10	1		TrialProc
2	-	6	-4	1	0	2 - 6 = -4	10	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	10	1		TrialProc
5	-	2	1	0	-2	5 - 2 = 1	10	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	10	1		TrialProc
6	+	6	10	0	-2	6 + 6 = 10	10	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	10	1		TrialProc
8	+	3	10	0	-1	8 + 3 = 10	10	1		TrialProc
6	-	4	1	0	-1	6 - 4 = 1	10	1		TrialProc
3	-	7	-5	0	-1	3 - 7 = -5	10	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	10	1		TrialProc
6	-	5	1	1	0	6 - 5 = 1	10	1		TrialProc
6	+	3	9	1	0	6 + 3 = 9	10	1		TrialProc
4	+	8	12	1	0	4 + 8 = 12	10	1		TrialProc
2	+	3	5	1	0	2 + 3 = 5	10	1		TrialProc
2	+	7	8	0	-1	2 + 7 = 8	10	1		TrialProc
4	+	9	13	1	0	4 + 9 = 13	10	1		TrialProc
2	+	4	5	0	-1	2 + 4 = 5	10	1		TrialProc
4	+	5	8	0	-1	4 + 5 = 8	10	1		TrialProc
8	+	9	16	0	-1	8 + 9 = 16	10	1		TrialProc
3	-	6	-4	0	-1	3 - 6 = -4	10	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	10	1		TrialProc
2	+	4	6	1	0	2 + 4 = 6	10	1		TrialProc
5	-	5	0	1	0	5 - 5 = 0	10	1		TrialProc
2	-	6	-5	0	-1	2 - 6 = -5	10	1		TrialProc
2	-	7	-7	0	-2	2 - 7 = -7	10	1		TrialProc
8	-	5	3	1	0	8 - 5 = 3	10	1		TrialProc
6	+	4	8	0	-2	6 + 4 = 8	10	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	10	1		TrialProc
9	-	4	3	0	-2	9 - 4 = 3	10	1		TrialProc
9	-	4	5	1	0	9 - 4 = 5	10	1		TrialProc
8	+	8	14	0	-2	8 + 8 = 14	10	1		TrialProc
8	+	5	11	0	-2	8 + 5 = 11	10	1		TrialProc
8	-	3	3	0	-2	8 - 3 = 3	11	1		TrialProc
9	+	8	15	0	-2	9 + 8 = 15	11	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	11	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	11	1		TrialProc
7	-	6	1	1	0	7 - 6 = 1	11	1		TrialProc
7	+	5	10	0	-2	7 + 5 = 10	11	1		TrialProc
6	-	9	-5	0	-2	6 - 9 = -5	11	1		TrialProc
5	-	8	-4	0	-1	5 - 8 = -4	11	1		TrialProc
5	+	5	9	0	-1	5 + 5 = 9	11	1		TrialProc
2	-	5	-4	0	-1	2 - 5 = -4	11	1		TrialProc
6	+	7	13	1	0	6 + 7 = 13	11	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	11	1		TrialProc
5	-	5	-2	0	-2	5 - 5 = -2	11	1		TrialProc
5	-	8	-3	1	0	5 - 8 = -3	11	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	11	1		TrialProc
9	-	6	3	1	0	9 - 6 = 3	11	1		TrialProc
3	-	3	0	1	0	3 - 3 = 0	11	1		TrialProc
3	+	5	8	1	0	3 + 5 = 8	11	1		TrialProc
7	+	8	14	0	-1	7 + 8 = 14	11	1		TrialProc
6	+	9	14	0	-1	6 + 9 = 14	11	1		TrialProc
2	+	5	6	0	-1	2 + 5 = 6	11	1		TrialProc
4	-	4	-2	0	-2	4 - 4 = -2	11	1		TrialProc
2	-	9	-7	1	0	2 - 9 = -7	11	1		TrialProc
3	+	7	10	1	0	3 + 7 = 10	11	1		TrialProc
6	-	9	-3	1	0	6 - 9 = -3	11	1		TrialProc
7	-	4	1	0	-2	7 - 4 = 1	11	1		TrialProc
9	-	8	-1	0	-2	9 - 8 = -1	11	1		TrialProc
6	-	4	1	0	-1	6 - 4 = 1	11	1		TrialProc
7	-	9	-2	1	0	7 - 9 = -2	11	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	11	1		TrialProc
9	+	3	12	1	0	9 + 3 = 12	11	1		TrialProc
9	+	6	13	0	-2	9 + 6 = 13	11	1		TrialProc
7	-	4	1	0	-2	7 - 4 = 1	11	1		TrialProc
3	+	9	11	0	-1	3 + 9 = 11	11	1		TrialProc
9	-	6	1	0	-2	9 - 6 = 1	11	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	11	1		TrialProc
2	+	2	2	0	-2	2 + 2 = 2	11	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	11	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	11	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	11	1		TrialProc
6	-	8	-2	1	0	6 - 8 = -2	11	1		TrialProc
4	-	6	-3	0	-1	4 - 6 = -3	11	1		TrialProc
8	-	5	2	0	-1	8 - 5 = 2	11	1		TrialProc
5	+	2	6	0	-1	5 + 2 = 6	11	1		TrialProc
9	-	9	0	1	0	9 - 9 = 0	11	1		TrialProc
6	-	3	2	0	-1	6 - 3 = 2	11	1		TrialProc
9	+	2	11	1	0	9 + 2 = 11	11	1		TrialProc
6	+	8	14	1	0	6 + 8 = 14	11	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	11	1		TrialProc
5	+	4	9	1	0	5 + 4 = 9	11	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	11	1		TrialProc
3	+	6	7	0	-2	3 + 6 = 7	11	1		TrialProc
7	+	4	10	0	-1	7 + 4 = 10	11	1		TrialProc
5	+	7	11	0	-1	5 + 7 = 11	11	1		TrialProc
4	+	6	10	1	0	4 + 6 = 10	11	1		TrialProc
2	+	4	6	1	0	2 + 4 = 6	11	1		TrialProc
8	-	8	-1	0	-1	8 - 8 = -1	11	1		TrialProc
7	+	7	12	0	-2	7 + 7 = 12	11	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	11	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	11	1		TrialProc
9	+	8	16	0	-1	9 + 8 = 16	12	1		TrialProc
7	+	3	8	0	-2	7 + 3 = 8	12	1		TrialProc
8	-	7	1	1	0	8 - 7 = 1	12	1		TrialProc
6	+	9	14	0	-1	6 + 9 = 14	12	1		TrialProc
4	-	7	-4	0	-1	4 - 7 = -4	12	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	12	1		TrialProc
8	+	3	10	0	-1	8 + 3 = 10	12	1		TrialProc
3	+	5	7	0	-1	3 + 5 = 7	12	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	12	1		TrialProc
6	-	7	-1	1	0	6 - 7 = -1	12	1		TrialProc
7	-	7	-1	0	-1	7 - 7 = -1	12	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	12	1		TrialProc
7	+	8	14	0	-1	7 + 8 = 14	12	1		TrialProc
2	+	7	7	0	-2	2 + 7 = 7	12	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	12	1		TrialProc
8	+	3	11	1	0	8 + 3 = 11	12	1		TrialProc
7	-	5	2	1	0	7 - 5 = 2	12	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	12	1		TrialProc
3	-	6	-4	0	-1	3 - 6 = -4	12	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	12	1		TrialProc
6	-	9	-3	1	0	6 - 9 = -3	12	1		TrialProc
2	+	8	8	0	-2	2 + 8 = 8	12	1		TrialProc
5	+	9	14	1	0	5 + 9 = 14	12	1		TrialProc
8	-	2	4	0	-2	8 - 2 = 4	12	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	12	1		TrialProc
7	+	4	9	0	-2	7 + 4 = 9	12	1		TrialProc
6	+	7	12	0	-1	6 + 7 = 12	12	1		TrialProc
4	-	7	-5	0	-2	4 - 7 = -5	12	1		TrialProc
4	-	8	-5	0	-1	4 - 8 = -5	12	1		TrialProc
9	-	3	4	0	-2	9 - 3 = 4	12	1		TrialProc
3	+	2	5	1	0	3 + 2 = 5	12	1		TrialProc
2	+	5	7	1	0	2 + 5 = 7	12	1		TrialProc
3	-	2	1	1	0	3 - 2 = 1	12	1		TrialProc
2	-	9	-9	0	-2	2 - 9 = -9	12	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	12	1		TrialProc
2	-	2	0	1	0	2 - 2 = 0	12	1		TrialProc
2	+	3	5	1	0	2 + 3 = 5	12	1		TrialProc
8	-	2	4	0	-2	8 - 2 = 4	12	1		TrialProc
7	+	9	16	1	0	7 + 9 = 16	12	1		TrialProc
3	-	3	-2	0	-2	3 - 3 = -2	12	1		TrialProc
5	+	8	11	0	-2	5 + 8 = 11	12	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	12	1		TrialProc
9	+	4	11	0	-2	9 + 4 = 11	12	1		TrialProc
7	+	3	10	1	0	7 + 3 = 10	12	1		TrialProc
8	-	7	-1	0	-2	8 - 7 = -1	12	1		TrialProc
5	-	2	3	1	0	5 - 2 = 3	12	1		TrialProc
6	-	7	-3	0	-2	6 - 7 = -3	12	1		TrialProc
7	+	4	10	0	-1	7 + 4 = 10	12	1		TrialProc
8	+	9	17	1	0	8 + 9 = 17	12	1		TrialProc
6	-	6	0	1	0	6 - 6 = 0	12	1		TrialProc
2	-	6	-6	0	-2	2 - 6 = -6	12	1		TrialProc
8	+	4	12	1	0	8 + 4 = 12	12	1		TrialProc
7	-	2	4	0	-1	7 - 2 = 4	12	1		TrialProc
5	-	7	-3	0	-1	5 - 7 = -3	12	1		TrialProc
5	+	4	7	0	-2	5 + 4 = 7	12	1		TrialProc
4	-	2	2	1	0	4 - 2 = 2	12	1		TrialProc
7	-	9	-2	1	0	7 - 9 = -2	12	1		TrialProc
4	-	9	-5	1	0	4 - 9 = -5	12	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	12	1		TrialProc
9	-	3	6	1	0	9 - 3 = 6	12	1		TrialProc
8	-	3	5	1	0	8 - 3 = 5	13	1		TrialProc
5	-	3	2	1	0	5 - 3 = 2	13	1		TrialProc
3	-	8	-6	0	-1	3 - 8 = -6	13	1		TrialProc
5	+	9	13	0	-1	5 + 9 = 13	13	1		TrialProc
6	+	7	12	0	-1	6 + 7 = 12	13	1		TrialProc
4	+	9	11	0	-2	4 + 9 = 11	13	1		TrialProc
3	-	9	-6	1	0	3 - 9 = -6	13	1		TrialProc
7	+	5	12	1	0	7 + 5 = 12	13	1		TrialProc
8	-	2	4	0	-2	8 - 2 = 4	13	1		TrialProc
3	-	5	-2	1	0	3 - 5 = -2	13	1		TrialProc
4	+	5	9	1	0	4 + 5 = 9	13	1		TrialProc
4	+	4	7	0	-1	4 + 4 = 7	13	1		TrialProc
3	-	6	-4	0	-1	3 - 6 = -4	13	1		TrialProc
6	-	3	2	0	-1	6 - 3 = 2	13	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	13	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	13	1		TrialProc
2	+	5	6	0	-1	2 + 5 = 6	13	1		TrialProc
9	+	7	14	0	-2	9 + 7 = 14	13	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	13	1		TrialProc
4	+	5	9	1	0	4 + 5 = 9	13	1		TrialProc
9	-	8	1	1	0	9 - 8 = 1	13	1		TrialProc
2	+	4	4	0	-2	2 + 4 = 4	13	1		TrialProc
6	+	3	7	0	-2	6 + 3 = 7	13	1		TrialProc
7	-	4	2	0	-1	7 - 4 = 2	13	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	13	1		TrialProc
7	-	7	-1	0	-1	7 - 7 = -1	13	1		TrialProc
5	+	7	11	0	-1	5 + 7 = 11	13	1		TrialProc
7	-	7	-1	0	-1	7 - 7 = -1	13	1		TrialProc
4	+	2	4	0	-2	4 + 2 = 4	13	1		TrialProc
5	-	4	1	1	0	5 - 4 = 1	13	1		TrialProc
7	+	6	13	1	0	7 + 6 = 13	13	1		TrialProc
7	-	5	1	0	-1	7 - 5 = 1	13	1		TrialProc
6	+	6	10	0	-2	6 + 6 = 10	13	1		TrialProc
9	+	8	16	0	-1	9 + 8 = 16	13	1		TrialProc
7	+	5	12	1	0	7 + 5 = 12	13	1		TrialProc
6	-	7	-2	0	-1	6 - 7 = -2	13	1		TrialProc
6	-	6	-2	0	-2	6 - 6 = -2	13	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	13	1		TrialProc
6	+	5	11	1	0	6 + 5 = 11	13	1		TrialProc
6	-	2	4	1	0	6 - 2 = 4	13	1		TrialProc
6	+	2	8	1	0	6 + 2 = 8	13	1		TrialProc
9	+	2	11	1	0	9 + 2 = 11	13	1		TrialProc
7	-	8	-3	0	-2	7 - 8 = -3	13	1		TrialProc
7	-	4	3	1	0	7 - 4 = 3	13	1		TrialProc
7	-	5	1	0	-1	7 - 5 = 1	13	1		TrialProc
5	+	4	9	1	0	5 + 4 = 9	13	1		TrialProc
9	+	5	14	1	0	9 + 5 = 14	13	1		TrialProc
6	-	8	-4	0	-2	6 - 8 = -4	13	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	13	1		TrialProc
3	-	2	1	1	0	3 - 2 = 1	13	1		TrialProc
7	-	2	5	1	0	7 - 2 = 5	13	1		TrialProc
2	-	3	-1	1	0	2 - 3 = -1	13	1		TrialProc
3	+	6	9	1	0	3 + 6 = 9	13	1		TrialProc
3	+	8	11	1	0	3 + 8 = 11	13	1		TrialProc
3	+	8	10	0	-1	3 + 8 = 10	13	1		TrialProc
5	-	4	0	0	-1	5 - 4 = 0	13	1		TrialProc
4	-	5	-1	1	0	4 - 5 = -1	13	1		TrialProc
5	+	9	12	0	-2	5 + 9 = 12	13	1		TrialProc
3	-	2	-1	0	-2	3 - 2 = -1	13	1		TrialProc
5	+	7	12	1	0	5 + 7 = 12	13	1		TrialProc
2	-	4	-3	0	-1	2 - 4 = -3	14	1		TrialProc
4	-	3	1	1	0	4 - 3 = 1	14	1		TrialProc
5	+	2	7	1	0	5 + 2 = 7	14	1		TrialProc
2	-	8	-6	1	0	2 - 8 = -6	14	1		TrialProc
9	+	7	16	1	0	9 + 7 = 16	14	1		TrialProc
6	+	6	12	1	0	6 + 6 = 12	14	1		TrialProc
9	+	8	16	0	-1	9 + 8 = 16	14	1		TrialProc
2	+	8	8	0	-2	2 + 8 = 8	14	1		TrialProc
7	-	7	0	1	0	7 - 7 = 0	14	1		TrialProc
7	+	2	9	1	0	7 + 2 = 9	14	1		TrialProc
8	-	6	1	0	-1	8 - 6 = 1	14	1		TrialProc
